0;4307.0
1;4307.0
2;4307.0
3;4307.0
4;4244.5
5;4245.0
6;4455.5
7;4455.5
8;4317.5
9;4444.0
10;4195.0
11;4721.0
12;4865.5
13;4743.0
14;5193.0
15;5355.5
16;4963.5
17;5331.5
18;5398.0
19;4959.0
20;5253.0
21;5357.5
22;4923.0
23;5230.5
24;5325.0
25;4892.5
26;5253.5
27;5345.5
28;4885.0
29;5157.0
30;5275.0
31;4901.0
32;5134.5
33;5215.5
34;4853.0
35;5097.5
36;5177.0
37;4771.0
38;4976.5
39;5131.0
40;4696.0
41;4942.0
42;4992.0
43;4677.5
44;4871.0
45;5045.0
46;4656.0
47;4818.0
48;4980.5
49;4618.0
50;4779.5
51;4912.5
52;4527.5
53;4675.5
54;4771.0
55;4506.5
56;4580.0
57;4840.5
58;4400.0
59;4496.0
60;4717.5
61;4287.5
62;4390.5
63;4575.5
64;4230.0
65;4233.0
66;4589.5
67;4117.0
68;4032.5
69;4297.5
70;3886.0
71;3909.5
72;4234.0
73;3739.5
74;3704.5
75;3917.5
76;3471.0
77;3401.5
78;3664.5
79;3173.5
80;3022.5
81;3409.5
82;2841.5
83;2831.5
84;3204.5
85;2654.5
86;2420.0
87;3039.0
88;1813.0
89;1738.5
90;2804.5
91;1873.0
92;1537.5
93;1808.0
94;1306.5
95;1152.0
96;1325.0
97;963.0
98;805.0
99;1083.0
100;719.0
101;574.0
102;747.0
103;550.0
104;429.5
105;726.0
106;276.5
107;106.0
108;171.0
109;15.5
111;50.0
112;43.5
113;15.5
114;134.0
115;179.0
116;205.0
117;478.0
118;295.5
119;335.0
120;411.0
121;416.0
122;687.0
123;927.0
124;835.0
125;821.5
126;1028.5
127;913.5
128;892.5
129;1075.5
130;1013.5
131;999.0
132;1148.0
133;1071.0
134;1081.5
135;1124.5
136;1127.5
137;1343.0
138;1323.0
139;2253.0
140;2234.0
141;2490.5
142;2419.0
143;2597.0
144;2595.5
145;2810.0
146;2819.5
147;3013.5
148;3030.0
149;3068.5
150;3058.0
151;3110.0
152;3119.0
153;3219.5
154;3194.5
155;3262.5
156;3272.5
157;3308.5
158;3307.5
159;3315.0
160;3311.0
161;3344.5
162;3328.5
