frame;value
203;10.7703296143
204;0.0
205;8.54400374532
206;0.0
207;8.54400374532
208;1.0
209;8.54400374532
210;0.0
211;6.32455532034
212;0.0
213;5.38516480713
214;1.0
215;6.0827625303
216;0.0
217;4.472135955
218;0.0
219;5.09901951359
220;0.0
221;5.38516480713
222;0.0
223;7.21110255093
224;0.0
225;12.0415945788
226;0.0
227;8.94427191
228;0.0
229;1.41421356237
230;0.0
231;3.16227766017
232;0.0
233;4.0
234;0.0
235;2.2360679775
236;0.0
237;3.0
238;0.0
239;3.16227766017
240;0.0
241;2.2360679775
242;0.0
243;2.2360679775
244;0.0
245;3.16227766017
246;0.0
247;2.2360679775
248;0.0
249;2.2360679775
250;0.0
251;2.82842712475
252;0.0
253;1.41421356237
254;0.0
255;2.82842712475
256;0.0
257;1.41421356237
258;1.0
259;1.41421356237
260;0.0
261;2.82842712475
262;0.0
263;2.0
264;0.0
265;4.24264068712
266;1.0
267;6.0827625303
268;0.0
269;6.0
270;0.0
271;7.0
272;1.0
273;12.0415945788
274;0.0
275;12.0415945788
276;0.0
277;13.0
278;0.0
279;12.0415945788
280;0.0
281;12.0
282;0.0
283;11.0453610172
284;0.0
285;10.1980390272
286;0.0
287;10.0498756211
288;0.0
289;10.0498756211
290;0.0
291;9.21954445729
292;0.0
293;8.0622577483
294;0.0
295;8.24621125124
296;1.0
297;8.0622577483
298;0.0
299;8.24621125124
300;0.0
301;6.32455532034
302;0.0
303;6.32455532034
304;1.0
305;10.1980390272
306;0.0
307;14.0356688476
308;0.0
309;20.0249843945
310;0.0
311;19.0
312;1.0
313;15.1327459504
314;0.0
315;10.0498756211
316;1.0
317;2.2360679775
318;0.0
319;9.0
320;0.0
321;8.0622577483
322;1.0
323;7.07106781187
324;2.0
325;6.0827625303
326;1.0
327;10.8166538264
328;1.0
329;57.008771255
330;0.0
331;8.0622577483
332;0.0
333;49.1629942131
334;0.0
335;7.07106781187
336;0.0
337;11.0
338;1.0
339;13.0
340;1.0
341;11.0
342;0.0
343;7.0
344;1.0
345;10.0498756211
346;0.0
347;9.05538513814
348;0.0
349;8.0622577483
350;0.0
351;9.05538513814
352;0.0
353;8.0622577483
354;0.0
355;8.0622577483
356;0.0
357;8.24621125124
358;0.0
359;7.07106781187
360;0.0
361;7.07106781187
362;0.0
363;7.07106781187
364;0.0
365;10.0498756211
366;0.0
367;13.0
368;0.0
369;15.0
370;1.41421356237
371;15.0
372;0.0
373;14.0356688476
374;0.0
375;13.0384048104
376;0.0
377;12.0
378;0.0
379;11.0453610172
380;0.0
381;10.0498756211
382;0.0
383;10.0498756211
384;0.0
385;9.05538513814
386;0.0
387;8.0622577483
388;0.0
389;8.0622577483
390;0.0
391;7.28010988928
392;0.0
393;7.07106781187
394;0.0
395;6.0827625303
396;0.0
397;7.07106781187
398;0.0
399;6.32455532034
400;0.0
401;6.0827625303
402;1.0
403;6.0827625303
404;0.0
405;6.32455532034
406;0.0
407;5.09901951359
408;0.0
409;6.32455532034
410;0.0
411;4.12310562562
412;0.0
413;5.38516480713
414;0.0
415;4.472135955
416;0.0
417;5.09901951359
418;0.0
419;4.472135955
420;1.0
421;4.472135955
422;1.0
423;4.12310562562
424;0.0
425;4.472135955
426;0.0
427;4.472135955
428;0.0
429;4.472135955
430;0.0
431;3.16227766017
432;0.0
433;12.0
434;0.0
435;20.0249843945
436;0.0
437;19.0262975904
438;0.0
439;16.0312195419
440;0.0
441;15.0
442;0.0
443;13.0384048104
444;0.0
533;7.07106781187
534;0.0
535;5.09901951359
536;0.0
539;6.0827625303
540;0.0
541;6.0827625303
542;0.0
543;6.0827625303
544;0.0
545;5.09901951359
546;0.0
547;5.09901951359
548;0.0
549;5.09901951359
550;0.0
551;5.38516480713
552;1.0
553;4.12310562562
554;0.0
555;5.09901951359
556;0.0
557;4.12310562562
558;0.0
559;10.0
560;1.0
561;9.48683298051
562;1.0
563;9.8488578018
564;0.0
565;8.24621125124
566;0.0
567;6.7082039325
568;0.0
569;5.38516480713
570;0.0
571;5.09901951359
572;0.0
573;4.472135955
574;0.0
575;4.12310562562
576;0.0
577;3.16227766017
578;0.0
579;3.0
580;0.0
581;3.16227766017
582;0.0
583;3.0
584;0.0
585;2.2360679775
586;0.0
587;2.0
588;0.0
589;3.16227766017
590;0.0
591;11.401754251
592;1.0
593;6.0827625303
594;0.0
595;4.24264068712
596;0.0
597;3.60555127546
598;1.41421356237
599;3.60555127546
600;0.0
601;3.60555127546
602;0.0
603;3.60555127546
604;1.0
605;2.2360679775
606;1.0
607;3.16227766017
608;0.0
609;3.0
610;0.0
611;4.12310562562
612;0.0
613;3.0
614;1.0
615;2.0
616;0.0
617;3.0
618;0.0
619;3.0
620;0.0
621;2.0
622;0.0
623;2.0
624;0.0
625;2.0
626;0.0
627;3.16227766017
628;0.0
629;7.07106781187
630;0.0
631;8.54400374532
632;0.0
633;6.32455532034
634;0.0
635;9.21954445729
636;0.0
637;13.152946438
638;0.0
639;12.0
640;0.0
641;9.05538513814
642;0.0
643;10.0
644;1.0
645;8.0
646;0.0
647;8.0
648;0.0
649;8.0622577483
650;0.0
651;7.07106781187
652;0.0
653;7.07106781187
654;0.0
655;6.0
656;0.0
657;6.0827625303
658;0.0
659;5.09901951359
660;0.0
661;6.0827625303
662;0.0
663;5.09901951359
664;0.0
665;5.09901951359
666;0.0
667;4.472135955
668;0.0
669;6.0827625303
670;0.0
671;3.16227766017
672;1.0
673;4.472135955
674;0.0
675;4.12310562562
676;0.0
677;4.12310562562
678;0.0
679;4.472135955
680;0.0
681;4.472135955
682;0.0
683;3.16227766017
684;0.0
685;3.0
686;0.0
687;6.0
688;0.0
689;6.0
690;0.0
691;6.0
692;0.0
693;4.12310562562
694;1.0
695;3.0
696;0.0
697;4.12310562562
698;0.0
699;2.2360679775
700;0.0
701;2.2360679775
702;0.0
703;2.0
704;1.0
705;1.41421356237
706;0.0
707;1.0
708;0.0
709;2.2360679775
710;0.0
711;1.41421356237
712;0.0
713;3.16227766017
714;1.0
715;4.12310562562
716;0.0
717;5.0
718;0.0
719;3.0
720;0.0
721;3.16227766017
722;0.0
723;4.0
724;0.0
725;5.0
726;0.0
727;4.0
728;0.0
729;4.0
730;0.0
731;5.09901951359
732;0.0
733;4.12310562562
734;0.0
735;4.0
736;0.0
737;3.16227766017
738;0.0
739;5.09901951359
740;0.0
741;4.12310562562
742;0.0
743;3.16227766017
744;0.0
745;2.82842712475
746;0.0
747;3.16227766017
748;1.41421356237
749;3.60555127546
750;0.0
751;2.2360679775
752;0.0
753;3.60555127546
754;0.0
755;2.2360679775
756;1.0
757;6.32455532034
758;0.0
759;7.07106781187
760;0.0
761;7.07106781187
762;0.0
763;7.07106781187
764;0.0
765;8.0622577483
766;0.0
767;10.0498756211
768;0.0
769;9.0
770;0.0
771;8.0
772;0.0
773;8.0
774;1.0
775;8.0622577483
776;0.0
777;6.0
778;1.0
779;6.0
780;0.0
781;6.0827625303
782;0.0
783;7.0
784;0.0
785;4.0
786;1.0
787;4.12310562562
788;0.0
789;6.0827625303
790;0.0
791;4.0
792;0.0
793;4.12310562562
794;1.0
795;3.16227766017
796;0.0
797;5.09901951359
798;0.0
799;4.12310562562
800;0.0
801;4.0
802;0.0
803;4.12310562562
804;0.0
805;3.16227766017
806;0.0
807;3.16227766017
808;1.0
809;3.16227766017
810;0.0
811;2.2360679775
812;0.0
813;2.0
814;0.0
815;2.0
816;0.0
817;3.0
818;0.0
819;2.0
820;0.0
821;3.0
822;0.0
823;3.16227766017
824;1.0
825;3.0
826;0.0
827;3.16227766017
828;0.0
829;2.2360679775
830;0.0
831;2.2360679775
832;0.0
833;3.16227766017
834;0.0
835;2.2360679775
836;0.0
837;1.41421356237
838;0.0
839;5.38516480713
840;0.0
841;7.61577310586
842;0.0
843;6.7082039325
844;0.0
845;5.83095189485
846;0.0
847;5.38516480713
848;0.0
849;4.12310562562
850;1.0
851;6.32455532034
852;0.0
853;3.16227766017
854;1.0
855;2.2360679775
856;0.0
857;3.0
858;11.0
859;2.0
860;0.0
861;3.16227766017
862;0.0
863;16.1245154966
864;0.0
865;8.24621125124
866;1.0
867;14.0356688476
868;0.0
869;18.2482875909
870;0.0
871;13.6014705087
872;0.0
873;5.0
874;0.0
875;11.401754251
876;0.0
877;4.12310562562
878;1.0
879;4.0
880;1.0
881;3.16227766017
882;0.0
883;4.0
884;1.0
885;3.0
886;0.0
887;4.12310562562
888;1.0
889;4.0
890;0.0
891;1.41421356237
892;0.0
893;5.0
894;0.0
895;2.2360679775
896;0.0
897;3.16227766017
898;0.0
899;2.0
900;1.0
901;2.0
902;0.0
903;2.2360679775
904;0.0
905;2.2360679775
906;0.0
907;2.2360679775
908;0.0
909;3.16227766017
910;0.0
911;2.2360679775
912;0.0
913;4.0
914;1.0
915;7.28010988928
916;1.0
917;6.32455532034
918;0.0
919;8.0622577483
920;0.0
921;7.0
922;0.0
923;9.05538513814
924;1.0
925;7.0
926;0.0
927;7.07106781187
928;0.0
929;6.0
930;0.0
931;6.0
932;0.0
933;5.09901951359
934;0.0
935;6.0
936;0.0
937;5.09901951359
938;0.0
939;5.0
940;0.0
941;4.12310562562
942;1.0
943;3.16227766017
944;0.0
945;5.09901951359
946;1.41421356237
947;5.09901951359
948;0.0
949;3.16227766017
950;0.0
951;4.12310562562
952;0.0
953;3.16227766017
954;1.0
955;3.16227766017
956;0.0
957;3.16227766017
958;0.0
959;3.60555127546
960;0.0
961;3.16227766017
962;0.0
963;3.16227766017
964;0.0
965;3.16227766017
966;0.0
967;3.16227766017
968;1.0
969;6.32455532034
970;0.0
971;8.54400374532
972;0.0
973;12.1655250606
974;0.0
975;10.1980390272
976;1.0
977;10.0498756211
978;0.0
979;9.05538513814
980;0.0
981;7.07106781187
982;0.0
983;7.07106781187
984;0.0
985;7.0
986;1.0
987;7.07106781187
988;0.0
989;5.0
990;0.0
991;5.0
992;1.0
993;4.0
994;0.0
995;5.09901951359
996;0.0
997;4.0
998;0.0
999;5.0
1000;0.0
1001;4.12310562562
1002;0.0
1003;3.0
1004;1.0
1005;3.16227766017
1006;0.0
1007;3.16227766017
1008;0.0
1009;4.12310562562
1010;0.0
1011;3.0
1012;0.0
1013;3.16227766017
1014;0.0
1015;3.16227766017
1016;0.0
1017;2.0
1018;1.0
1019;3.0
1020;0.0
1021;3.0
1022;0.0
1023;4.0
1024;1.0
1025;3.16227766017
1026;0.0
1027;3.16227766017
1028;0.0
1029;3.16227766017
1030;0.0
1031;3.0
1032;0.0
1033;3.60555127546
1034;0.0
1035;3.16227766017
1036;0.0
1037;3.16227766017
1038;0.0
1039;2.2360679775
1040;0.0
1041;3.60555127546
1042;0.0
1043;2.2360679775
1044;0.0
1045;2.2360679775
1046;0.0
1047;1.0
1048;1.0
1049;3.0
1050;0.0
1051;5.0
1052;0.0
1053;3.16227766017
1054;0.0
1055;4.12310562562
1056;0.0
1057;3.0
1058;0.0
1059;2.2360679775
1060;0.0
1061;2.2360679775
1062;0.0
1063;2.82842712475
1064;0.0
1065;2.82842712475
1066;0.0
1067;1.0
1068;0.0
1069;2.2360679775
1070;0.0
1071;1.0
1072;0.0
1073;2.0
1074;0.0
1075;1.0
1076;0.0
1077;2.2360679775
1078;1.0
1079;3.60555127546
1080;0.0
1081;4.12310562562
1082;1.0
1083;4.0
1084;0.0
1085;4.0
1086;0.0
1087;3.16227766017
1088;1.0
1089;3.16227766017
1090;1.0
1091;2.2360679775
1092;1.0
1093;3.60555127546
1094;0.0
1095;4.0
1096;1.0
1097;3.16227766017
1098;0.0
1099;4.12310562562
1100;0.0
1101;2.2360679775
1102;1.0
1103;3.60555127546
1104;0.0
1105;3.16227766017
1106;0.0
1107;3.60555127546
1108;1.0
1109;4.12310562562
1110;0.0
1111;2.82842712475
1112;0.0
1113;3.60555127546
1114;0.0
1115;3.16227766017
1116;0.0
1117;3.16227766017
1118;1.41421356237
1119;5.09901951359
1120;0.0
1121;6.0827625303
1122;1.0
1123;5.09901951359
1124;0.0
1125;4.0
1126;0.0
1127;4.12310562562
1128;1.0
1129;4.12310562562
1130;0.0
1131;4.12310562562
1132;1.0
1133;5.09901951359
1134;0.0
1135;4.12310562562
1136;0.0
1137;4.12310562562
1138;0.0
1139;4.12310562562
1140;0.0
1141;4.472135955
1142;0.0
1143;4.12310562562
1144;0.0
1145;4.12310562562
1146;1.0
1147;3.16227766017
1148;0.0
1149;4.12310562562
1150;0.0
1151;3.60555127546
1152;0.0
1153;4.0
1154;1.41421356237
1155;3.60555127546
1156;1.0
1157;5.09901951359
1158;1.0
1159;3.0
1160;0.0
1161;4.0
1162;1.0
1163;3.16227766017
1164;0.0
1165;4.0
1166;0.0
1167;3.16227766017
1168;1.0
1169;3.0
1170;0.0
1171;3.0
1172;1.0
1173;2.2360679775
1174;0.0
1175;2.2360679775
1176;0.0
1177;3.0
1178;0.0
1179;2.2360679775
1180;0.0
1181;3.16227766017
1182;0.0
1183;2.0
1184;0.0
1185;2.0
1186;0.0
1187;2.2360679775
1188;1.0
1189;3.0
1190;0.0
1191;2.2360679775
1192;0.0
1193;1.41421356237
1194;0.0
1195;1.0
1196;0.0
1197;1.0
1198;0.0
1199;1.41421356237
1200;0.0
1201;1.41421356237
1202;1.0
1203;2.2360679775
1204;0.0
1205;3.0
1206;1.0
1207;1.41421356237
1208;0.0
1209;3.0
1210;0.0
1211;3.0
1212;0.0
1213;2.0
1214;0.0
1215;1.0
1216;0.0
1217;3.0
1218;0.0
1219;2.0
1220;0.0
1221;0.0
1222;0.0
1223;1.0
1224;0.0
1225;1.0
1226;0.0
1227;2.0
1228;0.0
1229;1.41421356237
1230;0.0
1231;1.0
1232;0.0
1233;2.2360679775
1234;0.0
1235;1.0
1236;0.0
1237;2.2360679775
1238;0.0
1239;1.0
1240;0.0
1241;1.41421356237
1242;0.0
1243;1.41421356237
1244;0.0
1245;2.0
1246;0.0
1247;3.16227766017
1248;0.0
1249;2.2360679775
1250;0.0
1251;2.0
1252;0.0
1253;1.0
1254;1.0
1255;1.0
1256;0.0
1257;1.0
1258;1.0
1259;1.0
1260;0.0
1261;1.0
1262;0.0
1263;2.0
1264;0.0
1265;1.0
1266;0.0
1267;1.0
1268;0.0
1269;4.24264068712
1270;0.0
1271;6.32455532034
1272;0.0
1273;5.09901951359
1274;0.0
1275;3.16227766017
1276;0.0
1277;2.2360679775
1278;0.0
1279;2.2360679775
1280;0.0
1281;2.2360679775
1282;1.0
1283;1.41421356237
1284;0.0
1285;3.16227766017
1286;0.0
1287;1.0
1288;0.0
1289;2.2360679775
1290;0.0
1291;2.0
1292;0.0
1293;2.0
1294;0.0
1295;2.0
1296;0.0
1297;2.2360679775
1298;0.0
1299;2.0
1300;0.0
1301;2.2360679775
1302;0.0
1303;1.0
1304;0.0
1305;2.0
1306;1.0
1307;2.2360679775
1308;0.0
1309;2.0
1310;0.0
1311;2.2360679775
1312;0.0
1313;3.16227766017
1314;0.0
1315;4.24264068712
1316;1.0
1317;3.60555127546
1318;0.0
1319;2.2360679775
1320;0.0
1321;2.2360679775
1322;1.0
1323;3.0
1324;0.0
1325;2.2360679775
1326;0.0
1327;3.0
1328;0.0
1329;4.12310562562
1330;0.0
1331;2.0
1332;0.0
1333;3.0
1334;0.0
1335;3.0
1336;0.0
1337;2.0
1338;0.0
1339;2.0
1340;0.0
1341;3.16227766017
1342;0.0
1343;3.0
1344;0.0
1345;9.21954445729
1346;0.0
1347;7.61577310586
1348;0.0
1349;6.32455532034
1350;0.0
1351;7.28010988928
1352;0.0
1353;8.0622577483
1354;0.0
1355;8.24621125124
1356;0.0
1357;7.0
1358;0.0
1359;7.07106781187
1360;0.0
1361;6.0
1362;0.0
1363;5.09901951359
1364;1.0
1365;4.0
1366;0.0
1367;5.0
1368;0.0
1369;4.0
1370;0.0
1371;4.0
1372;0.0
1373;4.0
1374;0.0
1375;3.16227766017
1376;1.0
1377;3.0
1378;0.0
1379;3.16227766017
1380;0.0
1381;3.0
1382;0.0
1383;3.16227766017
1384;0.0
1385;4.12310562562
1386;0.0
1387;6.0827625303
1388;1.0
1389;6.0827625303
1390;0.0
1391;6.0827625303
1392;0.0
1393;6.0
1394;0.0
1395;5.0
1396;0.0
1397;4.0
1398;0.0
1399;4.0
1400;0.0
1401;3.16227766017
1402;0.0
1403;4.12310562562
1404;0.0
1405;2.2360679775
1406;0.0
1407;3.0
1408;0.0
1409;3.60555127546
1410;0.0
1411;2.0
1412;0.0
1413;2.2360679775
1414;0.0
1415;1.41421356237
1416;1.0
1417;2.2360679775
1418;0.0
1419;5.38516480713
1420;1.0
1421;2.2360679775
1422;0.0
1423;2.2360679775
1424;0.0
1425;2.0
1426;0.0
1427;2.0
1428;1.0
1429;2.0
1430;0.0
1431;2.0
1432;0.0
1433;3.16227766017
1434;0.0
1435;2.0
1436;0.0
1437;2.0
1438;0.0
1439;1.41421356237
1440;0.0
1441;2.2360679775
1442;1.41421356237
1443;1.41421356237
1444;0.0
1445;2.2360679775
1446;0.0
1447;2.2360679775
1448;0.0
1449;2.2360679775
1450;1.0
1451;6.32455532034
1452;0.0
1453;4.0
1454;0.0
1455;3.60555127546
1456;1.0
1457;4.12310562562
1458;0.0
1459;4.0
1460;0.0
1461;4.0
1462;0.0
1463;5.09901951359
1464;1.0
1465;5.0
1466;1.41421356237
1467;4.0
1468;0.0
1469;4.12310562562
1470;1.0
1471;4.0
1472;0.0
1473;5.09901951359
1474;1.0
1475;5.09901951359
1476;1.0
1477;4.12310562562
1478;0.0
1479;4.12310562562
1480;0.0
1481;4.12310562562
1482;0.0
1483;3.16227766017
1484;0.0
1485;3.16227766017
1486;0.0
1487;4.12310562562
1488;0.0
1489;3.16227766017
1490;0.0
1491;3.16227766017
1492;0.0
1493;2.2360679775
1494;0.0
1495;3.0
1496;0.0
1497;3.16227766017
1498;0.0
1499;3.0
1500;0.0
1501;4.12310562562
1502;0.0
1503;3.0
1504;0.0
1505;4.12310562562
1506;0.0
1507;3.16227766017
1508;0.0
1509;3.16227766017
1510;0.0
1511;2.2360679775
1512;1.0
1513;3.16227766017
1514;0.0
1515;2.2360679775
1516;0.0
1517;3.0
1518;0.0
1519;1.41421356237
1520;1.0
1521;2.2360679775
1522;0.0
1523;4.12310562562
1524;0.0
1525;4.0
1526;0.0
1527;3.0
1528;1.0
1529;3.0
1530;0.0
1531;4.0
1532;0.0
1533;3.0
1534;0.0
1535;3.0
1536;0.0
1537;3.0
1538;1.0
1539;2.2360679775
1540;0.0
1541;2.0
1542;0.0
1543;2.2360679775
1544;0.0
1545;3.16227766017
1546;0.0
1547;2.2360679775
1548;0.0
1549;1.0
1550;0.0
1551;1.41421356237
1552;0.0
1553;2.0
1554;1.0
1555;3.0
1556;0.0
1557;2.0
1558;0.0
1559;3.0
1560;1.0
1561;3.0
1562;0.0
1563;2.0
1564;0.0
1565;2.0
1566;0.0
1567;2.2360679775
1568;0.0
1569;1.41421356237
1570;0.0
1571;2.2360679775
1572;0.0
1573;1.0
1574;0.0
1575;1.0
1576;0.0
1577;0.0
1578;0.0
1579;1.41421356237
1580;0.0
1581;1.41421356237
1582;0.0
1583;1.0
1584;0.0
1585;3.0
1586;1.0
1587;1.41421356237
1588;0.0
1589;2.2360679775
1590;1.0
1591;2.2360679775
1592;0.0
1593;1.0
1594;0.0
1595;1.0
1596;0.0
1597;2.2360679775
1598;1.0
1599;1.41421356237
1600;0.0
1601;2.2360679775
1602;0.0
1603;1.0
1604;0.0
1605;2.2360679775
1606;0.0
1607;1.0
1608;1.0
1609;1.0
1610;0.0
1611;2.0
1612;0.0
1613;1.0
1614;0.0
1615;1.41421356237
1616;0.0
1617;1.41421356237
1618;0.0
1619;1.41421356237
1620;0.0
1621;1.41421356237
1622;0.0
1623;1.0
1624;0.0
1625;1.0
1626;1.0
1627;2.0
1628;1.0
1629;2.2360679775
1630;1.0
1631;2.2360679775
1632;0.0
1633;1.41421356237
1634;0.0
1635;0.0
1636;0.0
1637;1.0
1638;0.0
1639;1.0
1640;1.0
1641;0.0
1642;0.0
1643;0.0
1644;0.0
1645;1.0
1646;1.0
1647;1.0
1648;0.0
1649;0.0
1650;0.0
1651;2.0
1652;1.0
1653;3.16227766017
1654;1.0
1655;5.38516480713
1656;0.0
1657;5.09901951359
1658;0.0
1659;4.472135955
1660;1.0
1661;3.60555127546
1662;0.0
1663;4.24264068712
1664;1.0
1665;2.82842712475
1666;0.0
1667;2.82842712475
1668;1.41421356237
1669;2.82842712475
1670;0.0
1671;2.2360679775
1672;0.0
1673;2.2360679775
1674;0.0
1675;1.41421356237
1676;0.0
1677;2.2360679775
1678;1.0
1679;1.0
1680;0.0
1681;1.41421356237
1682;0.0
1683;1.0
1684;1.0
1685;1.41421356237
1686;0.0
1687;3.60555127546
1688;0.0
1689;2.82842712475
1690;0.0
1691;1.41421356237
1692;0.0
1693;1.0
1694;0.0
1695;3.0
1696;0.0
1697;1.41421356237
1698;0.0
1699;2.0
1700;0.0
1701;2.0
1702;0.0
1703;2.0
1704;0.0
1705;1.0
1706;1.0
1707;2.2360679775
1708;0.0
1709;2.0
1710;0.0
1711;1.0
1712;0.0
1713;3.0
1714;0.0
1715;2.0
1716;0.0
1717;1.41421356237
1718;0.0
1719;1.41421356237
1720;0.0
1721;2.0
1722;0.0
1723;3.16227766017
1724;0.0
1725;4.472135955
1726;0.0
1727;5.0
1728;0.0
1729;3.16227766017
1730;0.0
1731;3.16227766017
1732;1.41421356237
1733;5.09901951359
1734;0.0
1735;5.09901951359
1736;0.0
1737;5.09901951359
1738;0.0
1739;5.09901951359
1740;0.0
1741;4.12310562562
1742;0.0
1743;3.0
1744;0.0
1745;4.0
1746;0.0
1747;4.12310562562
1748;0.0
1749;3.16227766017
1750;0.0
1751;3.0
1752;0.0
1753;3.0
1754;0.0
1755;2.0
1756;0.0
1757;3.16227766017
1758;0.0
1759;3.0
1760;1.0
1761;3.16227766017
1762;0.0
1763;2.2360679775
1764;0.0
1765;2.0
1766;0.0
1767;2.2360679775
1768;0.0
1769;2.2360679775
1770;0.0
1771;1.41421356237
1772;0.0
1773;1.0
1774;0.0
1775;3.60555127546
1776;0.0
1777;3.60555127546
1778;1.0
1779;4.12310562562
1780;0.0
1781;4.12310562562
1782;0.0
1783;3.16227766017
1784;0.0
1785;4.0
1786;0.0
1787;3.16227766017
1788;0.0
1789;3.0
1790;0.0
1791;3.0
1792;0.0
1793;3.0
1794;0.0
1795;3.16227766017
1796;0.0
1797;2.0
1798;0.0
1799;2.2360679775
1800;0.0
1801;3.0
1802;0.0
1803;0.0
1804;0.0
1805;2.2360679775
1806;0.0
1807;3.16227766017
1808;0.0
1809;3.16227766017
1810;0.0
1811;2.0
1812;0.0
1813;3.0
1814;0.0
1815;3.0
1816;0.0
1817;2.0
1818;0.0
1819;1.41421356237
1820;0.0
1821;1.41421356237
1822;0.0
1823;1.0
1824;0.0
1825;3.0
